tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
9,4/05/2025 12:03,3120010,10,42,Empleado,7000000,4000000,265319,95.227787,862.0,10,6,0.0,64309.882,112583.0,0.0,6,1,0,4136363,Creciente,1
4,14/02/2025 15:53,3173287,24,42,Empleado,1500000,100000,139813,95.227787,869.0,1,2,0.0,0,0.0,0.0,1,0,0,1292358,Creciente,1
9,13/11/2025 17:59,3081692,3,41,Empleado,2198000,457000,827725,95.227787,744.0,6,2,0.0,-550.902,10802.0,0.0,2,0,4,984754,Creciente,1
4,14/11/2025 17:27,2520001,12,44,Empleado,2800000,985000,209695,95.227787,769.0,7,2,0.0,94112.624,29897.0,0.0,0,4,1,992377,Creciente,1
4,17/12/2024 11:13,957480,12,38,Empleado,1450000,400000,75161,95.227787,747.0,8,3,0.0,17164.008,37476.0,0.0,3,0,4,1598200,Decreciente,1
9,9/05/2025 14:49,863938,8,69,Independiente,1500000,600000,90145,47.613894,807.0,0,0,0.0,0,,,0,0,0,,,0
9,22/05/2025 16:28,964020,3,62,Independiente,2000000,700000,256030,95.227787,791.0,1,1,0.0,44.316,36.0,0.0,0,0,0,,,1
4,24/02/2025 17:17,430730,6,52,Empleado,1195000,400000,63972,95.227787,772.0,6,4,0.0,-5915.19,25969.0,0.0,1,1,4,1619826,Creciente,1
9,31/05/2025 16:57,1081505,10,52,Empleado,4500000,2000000,92066,95.227787,824.0,1,4,0.0,8480.5,121150.0,0.0,1,0,0,,,1
4,23/01/2025 08:02,4530960,6,43,Independiente,8000000,4000000,629300,95.227787,825.0,7,0,0.0,-23927.108,145897.0,0.0,5,0,0,916148,Creciente,1
4,7/03/2025 13:05,2976002,6,46,Empleado,1300000,800000,442319,95.227787,729.0,1,3,0.0,2379.523,1231.0,0.0,0,0,1,925157,Creciente,1
4,22/01/2025 16:43,2645761,12,42,Empleado,4000000,1400000,207334,95.227787,832.0,8,5,0.0,37777.32,35910.0,0.0,4,0,1,,,1
9,18/04/2025 15:09,2105297,10,39,Empleado,3000000,1000000,179030,95.227787,834.0,6,4,0.0,66168.585,136995.0,0.0,5,0,0,,,1
4,3/03/2025 11:32,720000,6,63,Empleado,5000000,2300000,107013,95.227787,792.0,2,10,0.0,220.843,4507.0,0.0,1,0,0,6032928,Estable,1
4,23/01/2025 16:16,4214400,12,58,Empleado,1500000,400000,330277,95.227787,738.0,11,3,0.0,-518.5,5185.0,0.0,1,0,2,1561556,Creciente,1
4,4/03/2025 15:55,948001,8,45,Empleado,3000000,800000,108084,95.227787,804.0,2,0,0.0,29844.045,29403.0,0.0,1,0,0,,,1
4,9/08/2025 16:06,3936000,6,59,Independiente,2500000,6860000,592441,95.227787,858.0,16,3,0.0,12751.128,177644.0,0.0,12,0,2,2500000,Estable,1
9,9/05/2025 16:01,1604402,5,56,Independiente,5000000,2000000,260433,95.227787,814.0,14,4,0.0,276109.799,139379.0,0.0,10,0,2,1000000,Estable,1
4,20/07/2025 14:30,7296000,6,54,Independiente,1000000,2175000,1092677,95.227787,810.0,4,1,0.0,1380.484,4196.0,0.0,4,0,0,961885,Creciente,1
9,5/12/2024 09:35,750708,2,41,Independiente,3000000,1000000,295782,95.227787,751,7,5,0,-9693.488,17456,0,2,0,4,,,1
4,30/05/2025 16:02,1200000,6,40,Independiente,6000000,2000000,178827,95.227787,829.0,9,10,0.0,2060.396,158492.0,0.0,6,0,2,758333,Estable,1
9,15/05/2025 10:08,1269001,5,39,Independiente,5000000,2000000,205990,95.227787,733.0,2,1,0.0,151.822,103.0,0.0,0,0,2,811282,Creciente,1
4,26/03/2025 10:33,9000002,12,37,Independiente,5000000,2000000,707079,95.227787,831.0,7,2,0.0,48900.396,26206.0,0.0,6,0,0,767199,Decreciente,1
4,1/01/2025 16:49,2903642,12,38,Empleado,6000000,2500000,201642,95.227787,773.0,8,6,0.0,11335.132,7477.0,0.0,3,0,3,7466666,Creciente,1
4,2/08/2025 15:09,1091882,6,38,Empleado,1890662,789000,164348,95.227787,792.0,9,4,0.0,157618.88,79445.0,0.0,4,1,1,1913386,Creciente,1
4,15/01/2025 15:41,720002,12,55,Empleado,1800000,400000,50000,95.227787,858.0,6,6,0.0,48564.44,18207.0,0.0,4,0,2,2101491,Creciente,1
4,8/06/2025 09:44,630000,6,48,Independiente,2500000,300000,94703,95.227787,827.0,3,4,0.0,247.416,2028.0,0.0,2,0,0,954263,Creciente,1
4,25/04/2025 14:53,720002,6,42,Empleado,2200000,0,107043,90.562453,802.0,5,7,0.0,128284.025,68785.0,0.0,1,0,1,,,1
9,18/12/2024 18:27,1859480,2,55,Independiente,3000000,1800000,732964,95.227787,695,5,0,0,-684.666,1674,,1,0,1,,,1
4,16/07/2025 17:56,2350920,6,62,Empleado,9000000,4000000,348538,95.227787,861.0,6,2,0.0,-13675.348,92401.0,0.0,4,0,1,14819806,Creciente,1
9,9/08/2025 10:36,4825893,6,61,Independiente,6000000,3000000,660519,95.227787,882.0,12,12,0.0,-89416.512,295104.0,0.0,11,0,0,24047145,Creciente,1
4,27/12/2024 12:44,1860001,10,59,Independiente,3000000,1200000,172015,91.99794,761.0,7,4,0.0,3837.195,3195.0,0.0,2,0,0,840386,Estable,1
4,9/04/2025 12:33,2964000,12,58,Independiente,4500000,2000000,234999,95.227787,942,10,2,0,10195.472,29638,,1,0,2,,,1
4,26/12/2024 17:05,2760002,12,54,Empleado,3500000,2000000,216553,92.228643,808.0,13,4,0.0,610361.157,269628.0,0.0,2,8,1,,,1
4,29/12/2025 17:08,3255721,20,53,Empleado,5080000,420000,179532,95.227787,852.0,2,0,0.0,892.544,608.0,0.0,2,0,0,,,1
4,18/05/2025 11:15,1068000,6,40,Independiente,3200000,1800000,159166,95.227787,774.0,4,3,0.0,-7681.433,15581.0,0.0,1,0,2,,,1
4,22/04/2025 18:57,2350681,10,39,Empleado,2000000,600000,217829,95.227787,853.0,0,2,0.0,0,,,0,0,0,1981983,Creciente,1
4,21/01/2025 18:42,1971484,6,38,Empleado,3200000,1000000,273817,95.227787,781.0,6,6,0.0,41685.464,2811.0,0.0,4,0,1,1165000,Decreciente,1
9,7/04/2025 11:58,3279550,9,37,Empleado,5000000,2000000,306721,95.227787,820.0,6,4,0.0,110969.068,79510.0,0.0,5,0,1,783724,Decreciente,1
4,17/01/2025 14:42,817080,12,37,Empleado,3800000,1000000,56742,86.830187,787.0,9,8,0.0,-34511.676,72771.0,0.0,5,0,1,,,1
9,12/03/2025 18:00,3667961,11,51,Independiente,3000000,1000000,285703,95.227787,837.0,5,1,0.0,2348.919,28999.0,0.0,2,0,0,,,1
4,26/07/2025 08:28,818160,6,42,Empleado,3000000,1200000,121308,90.562453,830.0,4,11,0.0,-19903.62,93885.0,0.0,3,0,0,3725809,Creciente,1
4,30/07/2025 15:33,1550160,6,43,Empleado,2291018,1693000,233328,95.227787,789.0,7,3,0.0,13432.554,27639.0,0.0,5,0,1,1867261,Creciente,1
9,22/05/2025 16:34,821208,3,39,Independiente,5000000,2000000,218102,95.227787,833.0,5,2,0.0,948.186,1951.0,0.0,1,0,2,941789,Creciente,1
4,3/03/2025 12:00,2138402,12,38,Independiente,32000000,15000000,168002,95.227787,744.0,22,8,0.0,923497.035,472377.0,0.0,17,0,0,1720000,Decreciente,1
4,2/01/2025 19:05,2569201,12,38,Empleado,1800000,800000,201345,95.227787,779.0,2,3,0.0,5056.168,6344.0,0.0,0,1,1,908526,Estable,1
4,16/01/2025 11:05,4827601,6,47,Empleado,6000000,2500000,716049,95.227787,794.0,9,6,0.0,47767.11,69530.0,0.0,7,0,0,916841,Creciente,1
4,23/02/2025 11:21,899880,10,43,Empleado,6000000,2500000,83271,91.99794,775.0,10,2,0.0,-37590.976,85878.0,0.0,5,1,2,1285593,Creciente,1
4,12/12/2025 14:36,2536724,12,40,Empleado,2911000,1044000,209591,95.227787,785.0,3,6,0.0,17271.388,8653.0,0.0,3,0,0,1280597,Decreciente,1
4,23/03/2025 15:51,3672002,6,45,Independiente,35000000,10000000,545764,84.730786,854.0,6,2,0.0,227050.231,124139.0,0.0,3,0,1,892176,Creciente,1
4,26/01/2025 14:40,1320002,6,39,Independiente,3000000,1200000,196056,95.227787,848.0,6,1,0.0,48921.276,27987.0,0.0,2,0,1,1090231,Estable,1
4,27/05/2025 11:04,780000,6,39,Independiente,3500000,2000000,116427,95.227787,709.0,4,5,0.0,5336.713,16123.0,0.0,2,1,0,,,1
9,23/05/2025 16:20,1604402,5,48,Independiente,5000000,2000000,260585,95.227787,845.0,12,7,0.0,351140.51,227570.0,0.0,9,0,1,908526,Creciente,1
9,17/05/2025 10:37,670200,9,55,Independiente,5000000,2000000,62801,95.227787,787.0,11,2,0.0,6236.279,127271.0,0.0,7,0,2,848061,Creciente,1
4,12/01/2025 17:38,1546680,6,57,Empleado,1800000,800000,214817,95.227787,796.0,1,2,0.0,1876,4000.0,0.0,1,0,0,,,1
9,11/07/2025 11:26,771244,2,64,Independiente,5000000,2000000,304363,95.227787,854.0,13,4,0.0,144855.15,125961.0,0.0,9,0,2,954263,Creciente,1
4,13/07/2025 17:00,1694845,6,49,Independiente,10000000,5000000,253849,95.227787,856.0,9,1,0.0,6485.509,51067.0,0.0,5,3,0,1027668,Creciente,1
9,10/05/2025 17:51,1498994,5,46,Independiente,4000000,2000000,243323,95.227787,841.0,13,2,0.0,11031.811,7301.0,0.0,2,0,8,1661038,Creciente,1
4,9/05/2025 12:13,1200000,6,43,Independiente,4000000,500000,178838,95.227787,802.0,4,6,0.0,0,0.0,0.0,1,0,1,,,1
4,28/03/2025 17:32,2400000,6,43,Independiente,9000000,3500000,358238,95.227787,819.0,8,10,0.0,13105.782,5784.0,0.0,3,2,0,933473,Creciente,1
4,28/08/2025 17:37,1080001,6,20,Empleado,7720000,2563000,163121,95.227787,790.0,6,2,0.0,131355.832,201466.0,0.0,3,0,0,,,1
4,14/01/2026 09:00,1056001,6,48,Independiente,2343000,0,162338,95.227787,733.0,1,1,0.0,41.622,42.0,0.0,0,0,0,33334,Estable,1
9,5/01/2025 10:25,2598044,9,48,Empleado,4600000,0,242635,95.227787,792.0,7,3,0.0,40478.48,117670.0,0.0,5,0,0,,,1
4,2/02/2025 16:07,684120,8,45,Empleado,2200000,1500000,77593,95.227787,769.0,0,1,0.0,0,,,0,0,0,1312982,Creciente,1
4,26/06/2025 19:57,6652081,6,43,Independiente,18000000,3000000,986212,95.227787,786.0,8,3,0.0,71860.912,51256.0,0.0,6,0,0,1000000,Estable,1
4,14/02/2026 13:39,8640001,36,43,Empleado,4326000,1135000,329858,95.227787,745.0,8,2,0.0,31524.885,22185.0,0.0,5,0,3,2186900,Decreciente,1
9,18/12/2024 08:49,2339538,10,36,Empleado,1918000,750000,198116,88.768094,665,8,0,238,232098.048,139482,,2,0,5,,,1
4,9/01/2025 10:54,8568000,8,55,Independiente,25000000,8000000,969517,95.227787,856.0,6,7,0.0,-60076.707,301893.0,0.0,4,1,0,908526,Estable,1
4,28/11/2024 12:13,2983021,6,55,Independiente,4000000,500000,441845,95.227787,875.0,7,0,0.0,27393.303,45129.0,0.0,6,0,0,,,1
4,24/06/2025 08:11,3038881,12,37,Empleado,3000000,500000,239316,95.227787,816.0,6,9,0.0,12890.942,9437.0,0.0,2,0,0,,,1
4,6/12/2024 11:49,2662500,12,51,Independiente,8000000,4000000,208222,91.99794,795.0,6,3,0.0,17030.334,70263.0,0.0,3,1,1,,,1
4,29/12/2024 14:37,1636801,6,45,Empleado,2500000,1000000,242499,95.227787,808.0,2,3,0.0,46090.08,0.0,0.0,1,0,0,,,1
4,25/08/2025 11:49,2280000,6,39,Independiente,3050000,326000,343182,95.227787,815.0,2,0,0.0,910.45,6950.0,0.0,1,1,0,969508,Creciente,1
4,28/07/2025 10:38,3744001,6,39,Independiente,3470000,6973000,563541,89.979287,809.0,6,2,0.0,48662.404,33194.0,0.0,4,1,0,,,1
4,28/12/2024 09:21,7152001,12,44,Independiente,12000000,6500000,559324,92.228643,754.0,5,2,0.0,114395.745,104471.0,0.0,5,0,0,908526,Estable,1
4,23/12/2024 08:59,3600001,12,60,Independiente,5000000,1300000,281539,95.227787,836.0,4,1,0.0,67599.134,43923.0,0.0,1,2,1,1873712,Creciente,1
4,6/05/2025 11:16,1707217,6,44,Independiente,5000000,2500000,254430,95.227787,773.0,3,7,0.0,28265.16,52440.0,0.0,2,0,1,1182350,Decreciente,1
9,27/06/2025 15:47,878880,3,68,Independiente,5000000,2000000,233464,95.227787,845.0,6,9,0.0,-701.239,9107.0,0.0,4,0,1,1121259,Creciente,1
4,25/05/2025 11:41,579602,6,66,Empleado,8000000,2500000,86811,95.227787,812.0,8,0,0.0,40527.608,24239.0,0.0,6,0,1,946640,Creciente,1
4,24/01/2025 14:56,1708800,12,42,Empleado,2000000,500000,134084,95.227787,765.0,4,3,0.0,-22822.422,5252.0,0.0,0,1,1,128206,Decreciente,1
4,19/01/2025 17:04,959881,12,41,Empleado,1400000,250000,66658,95.227787,811.0,3,7,0.0,5645.794,4697.0,0.0,2,0,1,916148,Creciente,1
4,24/03/2025 19:02,552000,6,40,Empleado,2600000,1000000,81987,95.227787,781.0,4,10,0.0,-2565.955,73313.0,0.0,3,0,0,,,1
4,5/03/2025 09:39,4178077,10,68,Empleado,15000000,2000000,387001,88.229786,810.0,4,3,0.0,-15038.44,23516.0,0.0,0,0,3,1000000,Creciente,1
4,15/06/2025 17:26,5846401,6,55,Independiente,10000000,3500000,872715,95.227787,829.0,10,2,0.0,30274.14,14636.0,0.0,8,0,1,954263,Creciente,1
9,16/03/2025 18:37,1036333,6,63,Independiente,8000000,1500000,141364,95.227787,851.0,3,3,0.0,1067.328,1962.0,0.0,2,0,1,1230076,Decreciente,1
4,12/07/2025 18:34,1794000,12,62,Empleado,2800000,350000,140476,95.227787,777.0,10,7,0.0,231.61,12190.0,0.0,4,0,3,961885,Creciente,1
4,8/01/2025 10:32,5628481,12,61,Independiente,7000000,1500000,390867,95.227787,859.0,3,0,0.0,87832.77,83730.0,0.0,2,0,0,,,1
4,17/07/2025 16:58,1440001,6,59,Empleado,12000000,3000000,215660,95.227787,745.0,9,5,0.0,22699.9,21415.0,0.0,4,0,3,16811288,Creciente,1
4,27/01/2025 13:55,3055501,6,54,Empleado,4000000,1500000,453515,95.227787,815.0,4,7,0.0,223.68,320.0,0.0,1,0,2,1815035,Estable,1
4,22/07/2025 14:17,1080001,6,53,Empleado,1000000,622000,162348,95.227787,813.0,5,7,0.0,8649.18,12645.0,0.0,2,0,1,958420,Creciente,1
4,5/01/2025 11:43,2195882,12,49,Empleado,1400000,500000,152492,95.227787,853.0,1,5,0.0,9323.323,4889.0,0.0,1,0,0,1273094,Decreciente,1
4,4/04/2025 16:22,1320000,6,37,Independiente,2000000,500000,196234,95.227787,783.0,3,2,0.0,32.597,32597.0,0.0,0,1,0,,,1
4,27/05/2025 12:38,3763201,10,59,Independiente,2500000,1200000,350034,95.227787,885.0,3,3,0.0,60282.321,41261.0,0.0,3,0,0,,,1
4,30/03/2025 17:53,864001,6,58,Independiente,10000000,800000,128444,95.227787,779.0,5,6,0.0,78.624,56.0,0.0,2,0,0,,,1
4,21/02/2025 11:50,4774742,12,57,Empleado,2400000,1400000,374658,95.227787,842.0,8,1,0.0,71770.616,28332.0,0.0,5,1,1,,,1
9,10/01/2025 17:01,1079987,5,53,Independiente,5000000,2000000,175054,78.432586,711,4,1,0,7333.035,28757,,2,0,2,,,1
4,7/01/2025 17:42,2294402,12,43,Independiente,3000000,1000000,179468,95.227787,790.0,6,3,0.0,97288.622,56629.0,0.0,2,1,1,908526,Estable,1
4,7/02/2025 13:35,1920000,6,42,Independiente,2600000,1600000,285160,95.227787,782.0,6,4,0.0,-2573.23,17270.0,0.0,3,0,2,,,1
4,25/03/2025 15:08,7422721,12,41,Independiente,10000000,5000000,583831,95.227787,813.0,8,5,0.0,27370.521,26913.0,0.0,4,0,2,,,1
4,25/05/2025 16:49,1783082,6,39,Empleado,5200000,2000000,265719,95.227787,825.0,4,2,0.0,66931.445,36715.0,0.0,2,0,1,,,1
4,15/01/2025 11:03,815761,6,52,Empleado,3000000,500000,113300,95.227787,888.0,3,3,0.0,34643.031,26669.0,0.0,2,0,0,916148,Creciente,1
4,1/03/2025 08:04,3275763,12,59,Empleado,7000000,2600000,257678,95.227787,781.0,12,2,0.0,283534.524,137902.0,0.0,10,0,1,5033600,Creciente,1
9,28/11/2024 13:36,750708,5,46,Independiente,4000000,2000000,121575,95.227787,725,5,0,0,-32493.402,88058,,1,0,4,,,1
4,11/07/2025 12:27,2697601,12,42,Empleado,12000000,5800000,211231,95.227787,832.0,4,4,0.0,45896.985,51861.0,0.0,3,0,0,13202526,Creciente,1
9,10/05/2025 11:41,3209377,10,42,Independiente,6000000,1500000,272919,95.227787,742.0,4,6,0.0,653.109,7507.0,0.0,2,0,2,783063,Creciente,1
4,29/12/2024 16:17,789540,6,39,Empleado,3000000,1700000,117108,95.227787,782.0,3,10,0.0,-13144.01,62890.0,0.0,2,0,0,3183061,Creciente,1
9,26/03/2025 15:44,821209,5,38,Independiente,5000000,2000000,133225,95.227787,666.0,10,15,0.0,106639.38,95555.0,0.0,4,0,5,30285,Estable,1
4,23/05/2025 15:33,3000000,10,38,Empleado,6000000,1500000,279072,95.227787,738.0,5,4,0.0,-5543.304,34008.0,0.0,3,0,0,442454,Creciente,1
4,27/12/2024 18:22,6430683,12,42,Empleado,8000000,4000000,446575,95.227787,834.0,4,2,0.0,28596.38,94690.0,0.0,2,0,1,9277316,Creciente,1
4,29/04/2025 18:01,2368681,24,67,Empleado,2500000,200000,104105,95.227787,813.0,10,8,0.0,49963.592,41498.0,0.0,6,1,1,2415835,Creciente,1
4,2/09/2025 15:39,2428800,6,57,Independiente,5390000,1220000,366843,95.227787,772.0,10,8,0.0,-1375.796,33556.0,0.0,4,0,1,1500000,Estable,1
4,25/08/2025 11:13,1582680,12,66,Empleado,7000000,2100000,123950,95.227787,830.0,14,5,0.0,138447.004,298728.0,0.0,10,0,2,,,1
4,16/03/2026 20:11,779879,6,39,Independiente,2366000,252000,120357,95.227787,732.0,2,7,0.0,-23.736,1032.0,0.0,1,0,0,,,1
4,13/07/2025 13:48,1977601,12,39,Independiente,4000000,1340000,157729,95.227787,701.0,6,5,0.0,42986.022,37641.0,0.0,2,0,1,,,1
4,30/10/2025 12:46,1617841,24,67,Empleado,1750000,153000,78325,95.227787,783.0,2,2,0.0,8959.374,7866.0,0.0,1,0,1,992377,Creciente,1
4,30/01/2025 13:07,3549999,6,43,Independiente,5000000,2000000,527272,95.227787,771.0,10,4,0.0,-11224.356,57892.0,0.0,3,3,1,751172,Creciente,1
4,9/06/2025 15:13,3984000,6,53,Independiente,8000000,2000000,598921,95.227787,830.0,4,5,0.0,-26.496,64.0,0.0,3,0,0,950105,Creciente,1
9,17/07/2025 12:09,1345730,9,48,Independiente,2500000,1500000,126402,95.227787,815.0,4,3,0.0,-109.056,852.0,0.0,2,0,1,1909090,Creciente,1
9,20/12/2025 16:03,1136875,9,67,Empleado,2150000,168000,110538,95.227787,836.0,4,3,0.0,9573.045,5595.0,0.0,2,0,1,,,1
9,9/03/2026 10:51,4100146,10,56,Independiente,1879000,197000,367568,95.227787,801.0,1,3,0.0,149.326,379.0,0.0,0,0,1,,,1
4,3/03/2025 18:59,3583202,6,51,Independiente,9000000,790000,532566,95.227787,799.0,3,2,0.0,4509.004,3002.0,0.0,1,0,1,,,1
9,10/05/2025 10:24,1498993,4,58,Independiente,5000000,2000000,301302,95.227787,834.0,9,6,0.0,36075.78,51390.0,0.0,4,0,1,939017,Creciente,1
9,2/04/2025 14:44,2110322,10,51,Independiente,5000000,2500000,179270,95.227787,720.0,6,6,0.0,9624.42,23764.0,0.0,1,0,2,908526,Creciente,1
4,23/01/2025 10:41,1863600,12,38,Empleado,1500000,800000,146310,95.227787,724.0,4,10,0.0,1210.251,8233.0,0.0,1,1,2,1046318,Estable,1
4,29/12/2024 17:46,3588000,6,38,Independiente,4000000,1000000,532552,95.227787,782.0,15,10,0.0,-21212.604,86081.0,0.0,3,0,7,908526,Estable,1
9,16/05/2025 12:37,3538097,11,51,Independiente,3400000,1300000,276059,95.227787,819.0,5,9,0.0,201.768,168.0,0.0,0,1,2,1000000,Estable,1
4,7/06/2025 14:45,2308801,10,48,Independiente,1900000,1200000,217661,95.227787,831.0,11,6,0.0,132567.855,80514.0,0.0,4,4,1,1000000,Estable,1
4,12/03/2025 18:45,1728000,12,41,Empleado,2000000,900000,136584,95.227787,782.0,3,3,0.0,-217.836,12002.0,0.0,0,2,1,5175081,Decreciente,1
4,1/10/2025 11:56,1251231,12,38,Empleado,6170000,65000,102895,95.227787,821.0,8,5,0.0,-3013.01,6622.0,0.0,5,0,0,1929965,Decreciente,1
4,25/03/2025 11:57,1504321,12,49,Independiente,1650000,700000,118333,95.227787,897.0,3,0,0.0,15385.392,10596.0,0.0,3,0,0,,,1
9,11/01/2025 12:27,1377442,10,43,Independiente,3000000,800000,116828,91.728786,825,17,0,0,-18565.944,42388,,13,0,1,,,1
4,10/12/2024 16:57,1440002,12,59,Independiente,3500000,1500000,112845,58.597591,880.0,3,6,0.0,8495.76,4668.0,0.0,1,1,0,,,0
4,28/07/2025 10:47,514561,6,57,Independiente,908526,2930000,77451,89.979287,835.0,15,3,0.0,91687.68,121280.0,0.0,8,1,2,966736,Creciente,1
9,29/05/2025 16:59,1239860,10,50,Empleado,2000000,800000,105546,95.227787,814.0,0,3,0.0,0,,,0,0,0,1802933,Creciente,1
4,28/01/2025 15:48,924002,6,48,Empleado,3000000,1000000,137457,95.227787,806.0,4,3,0.0,97568.21,54934.0,0.0,2,2,0,1638864,Decreciente,1
9,5/04/2025 17:11,1305021,10,43,Independiente,2000000,1400000,110860,95.227787,825.0,8,3,0.0,1836.45,1155.0,0.0,3,0,2,925157,Creciente,1
4,13/10/2025 16:14,505201,6,43,Independiente,2800000,844000,76949,95.227787,772.0,5,5,0.0,1441.785,1385.0,0.0,1,0,3,,,1
9,21/08/2025 11:23,1226595,10,40,Empleado,1350000,7009000,105514,89.2295,718.0,10,5,0.0,-118869.714,311994.0,0.0,6,0,2,1350000,Estable,1
9,24/01/2025 18:14,3209542,10,42,Empleado,3100000,2000000,272218,95.227787,822.0,6,4,0.0,10862.016,48928.0,0.0,3,0,2,2791061,Creciente,1
9,22/06/2025 17:47,1434911,10,66,Empleado,4000000,2000000,122214,95.227787,859.0,3,4,0.0,4836.678,7581.0,0.0,1,2,0,1409344,Creciente,1
4,12/01/2026 17:52,4532400,36,61,Empleado,2204000,56000,171015,95.227787,804.0,1,5,0.0,-1002.804,4708.0,0.0,0,0,1,1355281,Creciente,1
4,17/03/2025 10:18,1440000,12,52,Empleado,3000000,1000000,113833,95.227787,849.0,2,3,0.0,11279.754,30819.0,0.0,2,0,0,1429039,Decreciente,1
9,21/12/2024 09:15,2403689,10,51,Empleado,3000000,0,203870,95.227787,734.0,0,2,0.0,0,,,0,0,0,905965,Creciente,1
4,8/03/2025 16:48,1134002,8,50,Empleado,7100000,0,129290,95.227787,809.0,9,8,0.0,143439.044,82817.0,0.0,4,0,0,6896687,Creciente,1
10,18/04/2025 13:03,600000,6,50,Independiente,1600000,400000,89197,95.227787,808.0,5,1,0.0,100.793,1309.0,0.0,1,0,1,908526,Estable,1
4,29/03/2025 11:38,2616858,12,50,Independiente,4800000,2100000,207456,95.227787,749.0,7,2,0.0,368.956,13177.0,0.0,3,0,3,933473,Creciente,1
4,20/03/2025 10:51,7660800,6,46,Independiente,14000000,7000000,1138555,95.227787,787.0,5,6,0.0,31671.698,88222.0,0.0,3,0,2,670667,Creciente,1
9,15/12/2024 12:35,2311032,11,42,Independiente,0,2000000,195440,95.227787,686.0,7,6,0.0,19708.933,13583.0,0.0,4,0,2,885813,Estable,1
4,9/01/2025 09:02,4064520,24,37,Empleado,4000000,1200000,177057,95.227787,826.0,0,3,0.0,0,,,0,0,0,4213716,Decreciente,1
9,30/04/2025 17:40,2532355,10,62,Independiente,9500000,6500000,215346,95.227787,889.0,5,0,0.0,70056.03,54307.0,0.0,3,1,0,939017,Creciente,1
4,18/01/2025 09:35,607200,6,59,Empleado,6000000,3000000,90268,95.227787,761.0,4,2,0.0,2171.928,260.0,0.0,0,2,0,,,1
4,22/12/2025 10:35,1200000,6,52,Empleado,1334000,472000,183267,95.227787,711.0,6,1,0.0,2856.183,23221.0,0.0,0,2,1,1822682,Creciente,1
4,7/02/2025 15:34,2122560,6,45,Empleado,4032965,2600000,315031,95.227787,796.0,4,3,0.0,-1626.039,14649.0,0.0,2,0,1,60569,Estable,1
4,31/07/2025 17:31,1612802,10,57,Independiente,908526,12000,151193,95.227787,786.0,3,4,0.0,21.936,12.0,0.0,1,0,1,673167,Decreciente,1
4,3/03/2025 19:14,1427640,6,56,Independiente,3000000,1000000,211891,95.227787,809.0,1,2,0.0,0,0.0,0.0,1,0,0,,,1
4,10/05/2025 08:48,1200002,6,58,Independiente,3000000,1100000,178838,95.227787,824.0,0,6,0.0,0,,,0,0,0,946640,Creciente,1
9,21/05/2025 09:36,6983414,10,54,Empleado,4000000,2000000,600940,95.227787,854.0,3,2,0.0,3.549,39.0,0.0,1,0,1,941789,Creciente,1
4,11/01/2025 13:21,6000001,6,50,Empleado,5500000,2500000,889920,95.227787,813.0,3,5,0.0,118550.949,99539.0,0.0,1,0,1,5914692,Decreciente,1
9,3/04/2025 13:22,1319111,10,46,Empleado,2000000,0,112057,95.227787,797.0,1,5,0.0,6.975,225.0,0.0,1,0,0,,,1
4,14/02/2025 10:56,600000,6,45,Empleado,2800000,1200000,89116,95.227787,787.0,3,3,0.0,2182.86,5430.0,0.0,0,0,3,2425606,Creciente,1
4,19/12/2024 15:38,2400001,12,39,Empleado,1500000,0,188320,95.227787,816.0,4,7,0.0,7801.36,13931.0,0.0,3,0,0,,,1
4,22/01/2025 17:06,1803240,12,38,Empleado,2500000,500000,125225,95.227787,836.0,5,7,0.0,67.27,310.0,0.0,3,0,0,908526,Estable,1
4,28/06/2025 16:45,2492400,6,20,Empleado,1400000,600000,370673,95.227787,777.0,5,4,0.0,531.024,1196.0,0.0,3,0,0,1145000,Creciente,1
4,8/01/2025 15:24,479762,6,62,Independiente,4000000,500000,66634,95.227787,801.0,5,2,0.0,2183.733,2609.0,0.0,1,0,1,916148,Creciente,1
9,5/07/2025 12:49,5861916,9,57,Empleado,3800000,2700000,549550,95.227787,881.0,2,3,0.0,0,0.0,0.0,2,0,0,6575551,Decreciente,1
4,7/04/2025 10:42,1400000,8,39,Independiente,4000000,3000000,159112,83.776513,759.0,9,5,0.0,28927.25,39250.0,0.0,7,0,1,996358,Creciente,1
4,17/01/2025 17:52,1031881,12,40,Independiente,2000000,300000,71658,95.227787,750.0,5,5,0.0,12348.23,9455.0,0.0,2,0,0,688965,Decreciente,1
4,17/02/2025 08:49,2373602,12,46,Empleado,1200000,500000,186236,91.99794,717.0,9,2,0.0,20047.664,10192.0,0.0,4,0,1,1206907,Creciente,1
9,18/05/2025 12:42,1596027,11,40,Empleado,3100000,1500000,124672,95.227787,757.0,1,2,0.0,3041.202,3909.0,0.0,1,0,0,941789,Creciente,1
9,25/06/2025 18:41,6583981,10,60,Empleado,3500000,1500000,560769,95.227787,819.0,2,3,0.0,268.275,147.0,0.0,1,0,1,946640,Creciente,1
